Metric Name	Metric Tier	Mapped Function	Metric Data Source	Example Detailed Assessment as it "On" (only 1 metric per function)	Source	Metric Statement	Description	Method/Context	How To Measure	References	Stratification	Field Value 1	Index Value 1	Field Value 2	Index Value 2	Field Value 3	Index Value 3	Field Value 4	Index Value 4	Field Value 5	Index Value 5	Field Value 6	Index Value 6	Field Value 7	Index Value 7
Pool Spacing Ratio for C Streams	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods		3	0		0.29		0.3		0.69	3.7	0.7	4	1		
Pool Spacing Ratio for E Streams	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods		1.8	0		0.29		0.3		0.69	3	0.7	3.5	1		
Percent Riffle for Slopes ? 3%	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods		0	0		0.29		0.3		0.69	62	0.7	68	1		
Percent Riffle for Slopes < 3%	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods		0	0		0.29		0.3		0.69	39	0.7	50	1		
LWD Frequency	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Walk a representative reach and count large woody debris pieces/jams per unit length (e.g., per 100 m) following SQT definitions.	Alaska SQT; Large wood field methods; high-resolution imagery for jam identification where feasible	Alaska Range	0	0		0.29	0.8	0.3		0.69	1.5	0.7	6.3	1		
LWD Frequency	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Walk a representative reach and count large woody debris pieces/jams per unit length (e.g., per 100 m) following SQT definitions.	Alaska SQT; Large wood field methods; high-resolution imagery for jam identification where feasible	Brooks Range	0	0		0.29	0.62	0.3		0.69	1.2	0.7	4.2	1		
LWD Frequency	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Walk a representative reach and count large woody debris pieces/jams per unit length (e.g., per 100 m) following SQT definitions.	Alaska SQT; Large wood field methods; high-resolution imagery for jam identification where feasible	Interior Bottomlands	0	0		0.29	3.7	0.3		0.69	4.7	0.7	54.5	1		
LWD Frequency	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Walk a representative reach and count large woody debris pieces/jams per unit length (e.g., per 100 m) following SQT definitions.	Alaska SQT; Large wood field methods; high-resolution imagery for jam identification where feasible	Interior Forested Lowlands/Uplands and Highlands	0	0		0.29	0.6	0.3		0.69	1.3	0.7	24.1	1		
Pool Depth Ratio	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods	B & Ba Streams	1	0		0.29		0.3		0.69	1.8	0.7	2.8	1		
Pool Depth Ratio	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods	All other Streams	1	0		0.29		0.3		0.69	2.2	0.7	3.2	1		
LWD Index	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.	On	Colorado SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Walk a representative reach and count large woody debris pieces/jams per unit length (e.g., per 100 m) following SQT definitions.	Colorado SQT; Large wood field methods; high-resolution imagery for jam identification where feasible		0	0		0.29		0.3		0.69	430	0.7	660	1		
LWD - # Pieces / 100 meters	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Colorado SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Walk a representative reach and count large woody debris pieces/jams per unit length (e.g., per 100 m) following SQT definitions.	Colorado SQT; Large wood field methods; high-resolution imagery for jam identification where feasible		0	0		0.29		0.3		0.69	13	0.7	28	1		
Pool Spacing Ratio for C Stream Types	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Colorado SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Colorado SQT; Rapid habitat assessment/geomorphic unit mapping methods		3	0		0.29		0.3		0.69	3.7	0.7	4	1		
Pool Spacing Ratio for Cb Stream Types	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Colorado SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Colorado SQT; Rapid habitat assessment/geomorphic unit mapping methods			0		0.29		0.3		0.69	3	0.7	3.7	1		
Pool Spacing Ratio for B & Ba Stream Types	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Colorado SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Colorado SQT; Rapid habitat assessment/geomorphic unit mapping methods		7.5	0		0.29		0.3		0.69	4	0.7	3	1		
Pool Spacing Ratio for Bc Stream Types	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Colorado SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Colorado SQT; Rapid habitat assessment/geomorphic unit mapping methods			0		0.29		0.3		0.69	6	0.7	3.4	1		
