indicator_group,epa_short_name,in_2013_2014,2013_2014_dataset_s,2013_2014_epa_definition_s,in_2018_2019,2018_2019_dataset_s,2018_2019_epa_definition_s,in_2023_2024,2023_2024_dataset_s,2023_2024_epa_definition_s,cycle_presence,definition_comparison
Water Chemistry,CHLA_RESULT,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Analyte value: chlorophyll-a,Yes,NRSA 2324 Water Chemistry,Analyte value: chlorophyll-a,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,CHLA_RL,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method Reporting Limit: Chlorophyll a,Yes,NRSA 2324 Water Chemistry,Method Reporting Limit: Chlorophyll a,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,CHLA_UNITS,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Units - Chlorophyll-a as ug/L in water sample,Yes,NRSA 2324 Water Chemistry,Units - Chlorophyll-a as ug/L in water sample,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,CHLA_VOLUME_ADJUST,No,,,No,,,Yes,NRSA 2324 Water Chemistry,--,2023–2024 only,Not comparable across cycles
Water Chemistry,CHLA_VOLUME_FILTERED,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Volume filtered for chlorophyll-a sample,Yes,NRSA 2324 Water Chemistry,Volume filtered for chlorophyll-a sample,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,CHLORIDE_BATCH_ID,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Laboratory Batch ID for Chloride,Yes,NRSA 2324 Water Chemistry,Laboratory Batch ID for Chloride,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,CHLORIDE_DATE_ANALYZED,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Date sample analyzed for analyte: chloride,Yes,NRSA 2324 Water Chemistry,Date sample analyzed for analyte: chloride,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_DATE_FILTERED,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_DATE_PROCESSED,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_DATE_RECEIVED,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_DILUTION_FACTOR,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Factor used to correct results based on dilution of sample by lab: Chloride,Yes,NRSA 2324 Water Chemistry,Factor used to correct results based on dilution of sample by lab: Chloride,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,CHLORIDE_HOLDING_TIME,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Time from sampling to analysis (days): chloride,Yes,NRSA 2324 Water Chemistry,Time from sampling to analysis (days): chloride,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_LAB_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_LRL,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_MDL,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method detection limit of chloride,Yes,NRSA 2324 Water Chemistry,Method detection limit of chloride,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_NARS_FLAG,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,NARS flag translated from QA flag by lab: Chloride,Yes,NRSA 2324 Water Chemistry,"NARS flag translated from QA flag by lab: Chloride. ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_QA_FLAG,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,QA flag assigned by lab: chloride,Yes,NRSA 2324 Water Chemistry,QA flag assigned by lab: chloride,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_RESULT,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Analyte value: chloride,Yes,NRSA 2324 Water Chemistry,Analyte value: chloride,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_RL,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Reporting limit of analyte: chloride,Yes,NRSA 2324 Water Chemistry,Reporting limit of analyte: chloride,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,CHLORIDE_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_SHIP_FLAG,Yes,NRSA 1314 Water Chemistry,Chloride ion for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,CHLORIDE_UNITS,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Units of measurement: chloride,Yes,NRSA 2324 Water Chemistry,Units of measurement: chloride,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,COLOR_BATCH_ID,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Laboratory Batch ID for Color,Yes,NRSA 2324 Water Chemistry,Laboratory Batch ID for Color,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,COLOR_DATE_ANALYZED,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Date sample analyzed for analyte: color,Yes,NRSA 2324 Water Chemistry,Date sample analyzed for analyte: color,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_DATE_FILTERED,Yes,NRSA 1314 Water Chemistry,Color for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COLOR_DATE_PROCESSED,Yes,NRSA 1314 Water Chemistry,Color for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COLOR_DATE_RECEIVED,Yes,NRSA 1314 Water Chemistry,Color for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COLOR_DILUTION_FACTOR,No,,,No,,,Yes,NRSA 2324 Water Chemistry,Factor used to correct results based on dilution of sample by lab: Color,2023–2024 only,Not comparable across cycles
Water Chemistry,COLOR_HOLDING_TIME,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Time from sampling to analysis (days): color,Yes,NRSA 2324 Water Chemistry,Time from sampling to analysis (days): color,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_LAB_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Color for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COLOR_MDL,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method Detection Limit: Color,Yes,NRSA 2324 Water Chemistry,Method Detection Limit: Color,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_NARS_FLAG,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,NARS flag translated from QA flag by lab: Color,Yes,NRSA 2324 Water Chemistry,"NARS flag translated from QA flag by lab: Color. ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_QA_FLAG,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,QA flag assigned by lab: color,Yes,NRSA 2324 Water Chemistry,QA flag assigned by lab: color,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_RESULT,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Analyte value: color,Yes,NRSA 2324 Water Chemistry,Analyte value: color,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_RL,Yes,NRSA 1314 Water Chemistry,Color for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method Reporting Limit: Color,Yes,NRSA 2324 Water Chemistry,Method Reporting Limit: Color,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COLOR_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Color for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COLOR_SHIP_FLAG,Yes,NRSA 1314 Water Chemistry,Color for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COLOR_UNITS,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Units of measurement: color,Yes,NRSA 2324 Water Chemistry,Units of measurement: color,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,COND_BATCH_ID,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Laboratory Batch ID for Conductivity,Yes,NRSA 2324 Water Chemistry,Laboratory Batch ID for Conductivity,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,COND_DATE_ANALYZED,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Date sample analyzed for analyte: conductivity,Yes,NRSA 2324 Water Chemistry,Date sample analyzed for analyte: conductivity,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_DATE_FILTERED,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COND_DATE_PROCESSED,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COND_DATE_RECEIVED,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COND_HOLDING_TIME,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Time from sampling to analysis (days): conductivity,Yes,NRSA 2324 Water Chemistry,Time from sampling to analysis (days): conductivity,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_LAB_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COND_MDL,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method Detection Limit: Conductivity,Yes,NRSA 2324 Water Chemistry,Method Detection Limit: Conductivity,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_NARS_FLAG,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,NARS flag translated from QA flag by lab: Conductivity,Yes,NRSA 2324 Water Chemistry,"NARS flag translated from QA flag by lab: Conductivity. ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_QA_FLAG,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,QA flag assigned by lab: conductivity,Yes,NRSA 2324 Water Chemistry,QA flag assigned by lab: conductivity,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_RESULT,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Analyte value: conductivity,Yes,NRSA 2324 Water Chemistry,Analyte value: conductivity,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_RL,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method Reporting Limit: Conductivity,Yes,NRSA 2324 Water Chemistry,Method Reporting Limit: Conductivity,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,COND_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COND_SHIP_FLAG,Yes,NRSA 1314 Water Chemistry,Conductivity for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,COND_UNITS,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Units of measurement: conductivity,Yes,NRSA 2324 Water Chemistry,Units of measurement: conductivity,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,DATE_COL,Yes,NRSA 1314 Water Chemistry Indicator Values,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Date collected,Yes,NRSA 2324 Water Chemistry,Date of data collection in field,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,DOC,Yes,NRSA 1314 Water Chemistry Indicator Values,Dissolved Organic Carbon - MG/L,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,DOC_BATCH_ID,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Laboratory Batch ID for Dissolved Organic Carbon,Yes,NRSA 2324 Water Chemistry,Laboratory Batch ID for Dissolved Organic Carbon,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,DOC_DATE_ANALYZED,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Date sample analyzed for analyte: dissolved organic carbon,Yes,NRSA 2324 Water Chemistry,Date sample analyzed for analyte: dissolved organic carbon,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,DOC_DATE_FILTERED,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,DOC_DATE_PROCESSED,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,DOC_DATE_RECEIVED,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,DOC_DILUTION_FACTOR,No,,,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Factor used to correct results based on dilution of sample by lab: Dissolved Organic Carbon,Yes,NRSA 2324 Water Chemistry,Factor used to correct results based on dilution of sample by lab: Dissolved Organic Carbon,2018–2019 + 2023–2024,Same/equivalent EPA label across available cycles
Water Chemistry,DOC_HOLDING_TIME,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Time from sampling to analysis (days): dissolved organic carbon,Yes,NRSA 2324 Water Chemistry,Time from sampling to analysis (days): dissolved organic carbon,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,DOC_LAB_SAMPLE_ID,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,DOC_LRL,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,No,,,No,,,2013–2014 only,Not comparable across cycles
Water Chemistry,DOC_MDL,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,Method detection limit of dissolved organic carbon,Yes,NRSA 2324 Water Chemistry,Method detection limit of dissolved organic carbon,All three cycles,EPA label differs and/or is blank across cycles
Water Chemistry,DOC_NARS_COMMENT,No,,,No,,,Yes,NRSA 2324 Water Chemistry,Comment to explain NARS_FLAG for dissolved organic carbon,2023–2024 only,Not comparable across cycles
Water Chemistry,DOC_NARS_FLAG,Yes,NRSA 1314 Water Chemistry,Dissolved Organic Carbon for NA,Yes,NRSA 1819 Water Chemistry and Chlorophyll-a,NARS flag translated from QA flag by lab: Dissolved Organic Carbon,Yes,NRSA 2324 Water Chemistry,"NARS flag translated from QA flag by lab: Dissolved Organic Carbon. ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",All three cycles,EPA label differs and/or is blank across cycles
